student_id,week_number,video_watch_time_minutes,quiz_attempts,quiz_score,assignment_submission_count,assignment_late_count,coding_assignment_submissions,coding_success_rate,discussion_forum_posts,total_time_spent_minutes,engagement_category
62,10,37.5,2,89.3,1,1,1,0.54,3,169.6,moderate_engagement
62,11,56.8,2,70.5,2,0,2,0.63,4,241.1,moderate_engagement
62,12,77.2,2,45.7,2,2,1,0.55,4,219.2,moderate_engagement
63,1,83.9,4,90.7,3,0,3,0.8,9,326.4,high_engagement
63,2,105.1,4,77.1,4,0,2,0.8,8,336.4,high_engagement
63,3,112.8,4,73.8,3,0,2,0.79,7,270.5,high_engagement
63,4,116.9,4,82.5,4,0,4,0.77,7,332.4,high_engagement
63,5,134.0,5,86.8,5,0,2,0.79,8,307.5,high_engagement
63,6,120.5,4,82.2,4,0,3,0.85,6,293.0,high_engagement
63,7,138.7,3,92.9,4,0,3,0.88,3,277.9,high_engagement
63,8,136.3,3,86.7,4,1,2,0.98,5,283.1,high_engagement
63,9,95.9,4,79.4,3,0,4,0.79,3,297.7,high_engagement
63,10,115.5,5,82.6,4,0,2,0.92,7,409.1,high_engagement
63,11,114.8,6,91.2,3,0,3,0.86,5,278.0,high_engagement
63,12,135.0,3,77.8,5,1,3,0.83,7,256.8,high_engagement
64,1,90.0,3,85.3,4,0,3,0.88,4,314.2,high_engagement
64,2,94.0,6,77.5,3,0,2,0.71,9,289.0,high_engagement
64,3,147.9,6,94.3,5,0,4,0.87,4,350.4,high_engagement
64,4,103.6,6,84.5,4,1,4,0.84,4,374.1,high_engagement
64,5,107.6,4,91.2,4,0,2,0.9,7,294.0,high_engagement
64,6,96.4,4,77.0,4,0,4,0.96,7,239.5,high_engagement
64,7,130.0,4,71.9,3,0,3,0.82,6,248.0,high_engagement
64,8,81.9,6,86.5,4,0,4,0.86,3,306.0,high_engagement
64,9,120.3,6,77.1,4,1,4,0.8,8,307.9,high_engagement
64,10,123.0,4,86.9,3,0,4,0.75,3,284.1,high_engagement
64,11,120.1,3,89.7,5,0,3,0.75,4,261.5,high_engagement
64,12,119.1,4,74.3,3,0,2,0.86,8,268.2,high_engagement
65,1,111.4,6,75.6,5,0,2,0.6,6,358.3,high_engagement
65,2,117.4,4,65.8,5,0,3,0.86,3,356.4,high_engagement
65,3,109.7,6,80.1,5,0,4,0.74,8,266.1,high_engagement
65,4,119.1,3,94.5,3,0,4,0.75,6,360.9,high_engagement
65,5,131.3,6,83.2,4,0,4,0.88,6,243.7,high_engagement
65,6,150.2,6,90.1,3,0,3,0.8,6,288.9,high_engagement
65,7,110.7,6,84.4,3,0,3,0.93,3,276.7,high_engagement
65,8,117.6,5,85.1,3,0,3,0.89,9,269.6,high_engagement
65,9,80.7,5,74.7,3,0,3,1.0,9,318.0,high_engagement
65,10,122.5,4,66.2,3,1,4,0.83,9,341.2,high_engagement
65,11,113.8,4,93.2,5,0,3,0.8,3,305.8,high_engagement
65,12,87.1,5,97.8,4,0,3,0.88,8,266.9,high_engagement
66,1,84.7,2,65.7,1,1,1,0.54,4,238.8,moderate_engagement
66,2,65.5,2,63.3,2,0,2,0.57,0,213.6,moderate_engagement
66,3,80.1,1,72.5,1,0,1,0.52,1,140.9,moderate_engagement
66,4,77.3,3,51.3,3,0,2,0.58,2,174.5,moderate_engagement
66,5,65.3,1,69.1,2,2,1,0.51,2,260.6,moderate_engagement
66,6,84.5,3,82.3,1,0,2,0.51,2,285.9,moderate_engagement
66,7,59.8,1,73.8,3,1,2,0.62,0,310.3,moderate_engagement
66,8,99.0,1,56.1,2,0,1,0.75,0,170.0,moderate_engagement
66,9,69.4,2,74.3,2,0,1,0.86,1,92.8,moderate_engagement
66,10,110.4,2,67.8,1,0,1,0.47,1,100.6,moderate_engagement
66,11,63.1,1,60.5,3,1,1,0.68,3,150.6,moderate_engagement
66,12,108.0,1,77.3,2,1,1,0.53,4,104.4,moderate_engagement
67,1,152.8,6,83.1,3,0,4,0.85,6,308.1,high_engagement
67,2,111.3,4,84.5,5,0,2,0.73,9,327.5,high_engagement
67,3,151.5,4,83.6,3,0,3,0.83,5,292.9,high_engagement
67,4,121.2,6,73.9,5,0,3,0.8,7,313.7,high_engagement
67,5,121.4,6,76.6,5,0,3,0.75,4,296.6,high_engagement
67,6,115.2,4,70.8,4,0,3,0.9,3,315.9,high_engagement
67,7,130.1,3,94.4,5,0,2,0.93,8,333.0,high_engagement
67,8,107.7,6,85.1,5,0,4,0.92,9,277.3,high_engagement
67,9,121.1,5,95.5,4,0,2,0.83,4,305.2,high_engagement
67,10,141.7,3,92.5,5,0,4,0.72,7,288.2,high_engagement
67,11,135.2,5,84.6,3,0,4,0.8,6,382.3,high_engagement
67,12,96.2,6,85.1,3,0,2,0.62,5,224.5,high_engagement
68,1,64.0,4,92.5,2,1,3,0.21,5,211.0,dropoff_behavior
68,2,63.7,3,58.5,2,0,1,0.57,2,155.2,dropoff_behavior
68,3,88.8,2,39.8,1,1,0,0.49,5,235.1,dropoff_behavior
68,4,64.3,2,39.6,1,1,1,0.49,2,143.5,dropoff_behavior
68,5,50.9,1,34.1,0,2,1,0.45,5,117.1,dropoff_behavior
68,6,13.0,1,31.3,0,3,1,0.23,2,92.1,dropoff_behavior
68,7,38.3,0,18.2,2,1,1,0.09,0,2.8,dropoff_behavior
68,8,0.0,0,16.0,0,0,1,0.12,0,41.6,dropoff_behavior
68,9,18.7,1,1.2,0,1,0,0.13,6,33.4,dropoff_behavior
68,10,6.7,0,8.7,0,1,0,0.0,0,0.0,dropoff_behavior
68,11,25.9,0,1.8,0,1,1,0.0,0,20.2,dropoff_behavior
68,12,0.0,0,0.0,2,3,0,0.0,4,7.6,dropoff_behavior
69,1,84.0,3,55.0,2,1,2,0.34,1,193.7,moderate_engagement
69,2,70.6,2,51.1,2,0,1,0.39,0,184.7,moderate_engagement
69,3,100.6,3,77.5,3,0,1,0.48,1,206.5,moderate_engagement
69,4,75.9,1,62.1,3,1,1,0.51,0,203.8,moderate_engagement
69,5,44.2,3,68.9,2,1,2,0.63,0,137.9,moderate_engagement
69,6,55.6,2,58.9,1,1,1,0.6,1,280.0,moderate_engagement
69,7,75.4,2,78.9,3,0,2,0.82,4,132.7,moderate_engagement
69,8,77.0,2,50.1,1,0,1,0.47,0,233.5,moderate_engagement
69,9,83.5,2,86.2,2,0,2,0.46,0,360.0,moderate_engagement
69,10,40.9,3,87.4,1,0,1,0.73,2,123.6,moderate_engagement
69,11,51.6,2,58.2,3,1,2,0.49,4,200.6,moderate_engagement
69,12,54.2,3,61.9,2,1,2,0.48,4,214.9,moderate_engagement
70,1,40.4,0,35.9,0,2,0,0.24,0,36.8,low_engagement
70,2,26.3,0,42.4,1,2,0,0.54,0,35.5,low_engagement
70,3,17.2,0,47.6,0,0,1,0.1,1,48.8,low_engagement
70,4,14.0,0,39.9,1,3,1,0.24,0,39.1,low_engagement
70,5,29.2,0,56.2,1,3,0,0.52,0,50.5,low_engagement
70,6,31.2,0,53.0,0,1,0,0.36,1,87.3,low_engagement
70,7,34.6,1,46.7,1,2,0,0.05,1,43.1,low_engagement
70,8,20.3,0,43.2,1,1,1,0.43,0,57.8,low_engagement
70,9,30.1,0,51.9,1,1,1,0.29,1,72.2,low_engagement
70,10,27.1,0,1.5,0,1,1,0.45,1,62.0,low_engagement
70,11,31.1,0,35.1,0,0,1,0.39,1,37.6,low_engagement
70,12,32.2,0,10.2,1,2,1,0.37,0,2.1,low_engagement
71,1,130.3,4,92.1,3,0,4,0.79,3,241.6,high_engagement
71,2,120.0,6,72.6,3,0,3,0.81,3,333.7,high_engagement
71,3,122.0,4,79.8,3,0,3,0.72,6,290.1,high_engagement
71,4,128.0,5,91.9,4,0,2,0.78,3,384.2,high_engagement
71,5,96.8,6,87.0,4,0,3,0.79,3,313.0,high_engagement
71,6,108.0,5,72.6,3,0,3,0.97,8,334.9,high_engagement
71,7,154.6,3,83.3,5,0,2,0.95,6,340.7,high_engagement
71,8,107.5,4,99.1,3,0,2,0.9,7,296.7,high_engagement
71,9,128.1,4,87.5,3,1,2,0.75,4,275.5,high_engagement
71,10,134.1,4,75.2,4,0,2,0.88,9,322.3,high_engagement
71,11,103.3,5,80.0,3,0,2,0.84,6,349.2,high_engagement
71,12,112.9,3,86.2,5,0,2,0.87,3,282.0,high_engagement
72,1,113.6,1,67.3,1,0,1,0.59,0,262.9,moderate_engagement
72,2,90.2,1,65.9,2,2,1,0.73,2,104.7,moderate_engagement
72,3,69.1,1,60.0,2,0,1,0.66,3,135.5,moderate_engagement
72,4,109.6,2,62.9,1,2,1,0.67,0,216.4,moderate_engagement
72,5,68.1,3,64.1,1,0,2,0.61,4,159.2,moderate_engagement
72,6,49.0,2,51.2,1,0,1,0.69,4,199.5,moderate_engagement
72,7,76.8,2,83.0,3,2,2,0.78,4,204.0,moderate_engagement
72,8,49.6,3,54.0,3,1,1,0.8,1,199.0,moderate_engagement
72,9,53.3,2,78.2,1,1,2,0.56,3,206.7,moderate_engagement
72,10,49.7,3,67.7,3,1,2,0.45,0,135.2,moderate_engagement
72,11,106.2,3,71.7,3,1,2,0.56,0,179.3,moderate_engagement
72,12,68.1,2,61.0,2,1,1,0.58,4,218.6,moderate_engagement
73,1,23.5,0,31.0,1,0,1,0.33,0,38.2,low_engagement
73,2,41.5,1,37.5,1,3,0,0.46,0,65.7,low_engagement
73,3,31.8,1,64.2,1,2,1,0.22,1,86.6,low_engagement
73,4,13.7,1,8.7,1,0,1,0.21,0,71.3,low_engagement
73,5,57.5,1,52.1,1,3,1,0.33,0,63.7,low_engagement
73,6,26.7,0,28.2,1,3,0,0.13,0,80.7,low_engagement
73,7,30.2,0,55.0,1,1,1,0.23,1,31.3,low_engagement
73,8,34.0,0,27.8,0,2,0,0.0,1,89.0,low_engagement
73,9,35.8,0,19.3,1,1,0,0.44,0,54.5,low_engagement
73,10,13.4,0,64.0,1,3,1,0.54,0,81.6,low_engagement
73,11,13.2,0,48.5,1,3,0,0.46,1,71.2,low_engagement
73,12,19.5,0,49.1,0,2,1,0.13,0,50.6,low_engagement
74,1,146.9,5,95.0,3,0,4,0.75,9,238.7,high_engagement
74,2,126.9,5,98.9,4,1,4,0.91,3,223.1,high_engagement
74,3,105.2,5,83.0,4,0,4,0.76,8,324.6,high_engagement
74,4,106.0,4,97.2,3,0,3,0.8,9,315.9,high_engagement
74,5,113.2,4,89.6,4,0,2,0.94,9,256.9,high_engagement
74,6,120.7,3,95.1,4,0,4,0.81,5,284.9,high_engagement
74,7,95.6,4,79.4,3,0,2,0.81,9,256.1,high_engagement
74,8,131.8,6,72.2,5,0,4,0.93,7,311.6,high_engagement
74,9,102.6,6,97.7,3,0,3,0.82,6,309.4,high_engagement
74,10,116.1,5,100.0,5,0,4,1.0,3,272.6,high_engagement
74,11,141.3,6,85.1,3,0,4,0.84,9,375.2,high_engagement
74,12,94.0,3,72.3,5,0,4,0.81,9,351.4,high_engagement
75,1,81.6,3,77.6,3,0,1,0.51,2,198.0,moderate_engagement
75,2,54.0,3,68.5,3,0,2,0.46,2,123.4,moderate_engagement
75,3,57.9,2,71.0,1,0,2,0.45,2,138.0,moderate_engagement
75,4,122.8,2,68.6,3,0,1,0.84,0,221.9,moderate_engagement
75,5,62.3,1,51.8,2,2,2,0.58,3,195.4,moderate_engagement
75,6,90.2,2,73.2,3,2,1,0.57,1,193.2,moderate_engagement
75,7,79.6,3,82.5,1,0,1,0.71,2,170.8,moderate_engagement
75,8,66.0,3,60.8,3,0,1,0.7,4,225.0,moderate_engagement
75,9,83.3,2,52.7,1,1,1,0.72,0,116.1,moderate_engagement
75,10,81.4,3,68.1,2,1,2,0.5,3,146.0,moderate_engagement
75,11,90.6,1,52.5,2,0,1,0.37,3,228.9,moderate_engagement
75,12,87.2,3,52.0,2,1,2,0.56,3,235.5,moderate_engagement
76,1,92.0,2,73.6,2,1,2,0.49,2,213.3,moderate_engagement
76,2,89.0,1,44.1,3,0,1,0.41,0,250.9,moderate_engagement
76,3,73.6,2,62.2,3,0,1,0.62,0,247.9,moderate_engagement
76,4,83.7,2,64.2,3,0,1,0.64,2,151.2,moderate_engagement
76,5,106.6,2,62.0,1,0,1,0.6,4,183.8,moderate_engagement
76,6,57.2,1,79.8,1,0,1,0.44,2,216.7,moderate_engagement
76,7,59.8,3,71.8,2,0,1,0.71,0,236.2,moderate_engagement
76,8,82.5,3,47.9,2,0,1,0.58,3,202.9,moderate_engagement
76,9,64.8,3,62.7,1,0,2,0.58,4,234.9,moderate_engagement
76,10,70.6,1,70.2,3,0,1,0.54,3,195.7,moderate_engagement
76,11,59.7,3,63.5,2,0,2,0.66,1,120.1,moderate_engagement
76,12,31.2,3,65.0,2,1,2,0.74,0,138.1,moderate_engagement
77,1,110.0,3,80.8,4,1,2,0.88,3,267.4,high_engagement
77,2,108.8,5,82.5,4,0,4,1.0,8,332.3,high_engagement
77,3,118.8,6,87.5,4,0,2,0.85,4,321.3,high_engagement
77,4,116.6,3,93.0,5,0,3,0.89,9,290.8,high_engagement
77,5,100.4,4,79.6,3,0,4,0.9,6,265.6,high_engagement
77,6,125.6,5,78.7,3,0,2,0.8,9,195.3,high_engagement
77,7,118.2,3,85.8,5,0,3,0.8,9,271.0,high_engagement
77,8,99.2,6,92.2,3,0,2,0.8,6,253.6,high_engagement
77,9,113.4,3,80.2,3,0,3,0.79,4,314.5,high_engagement
77,10,97.4,6,77.0,3,0,4,0.96,3,280.5,high_engagement
77,11,107.3,6,81.1,5,0,2,0.87,6,319.8,high_engagement
77,12,124.8,5,79.7,3,0,3,0.81,7,316.7,high_engagement
78,1,21.6,0,51.3,0,1,0,0.28,1,97.4,low_engagement
78,2,22.3,0,18.9,0,2,1,0.11,1,50.7,low_engagement
78,3,31.5,1,58.3,0,2,1,0.54,1,81.7,low_engagement
78,4,39.7,0,21.8,0,2,0,0.54,1,47.9,low_engagement
78,5,9.8,1,66.8,1,1,1,0.29,0,39.6,low_engagement
78,6,10.3,1,61.4,0,2,1,0.35,0,93.9,low_engagement
78,7,32.1,1,78.1,1,2,0,0.4,1,34.3,low_engagement
78,8,20.6,1,52.1,0,3,1,0.39,1,76.6,low_engagement
78,9,31.0,1,40.2,1,0,0,0.54,1,61.9,low_engagement
78,10,43.5,1,58.8,1,3,0,0.64,1,0.0,low_engagement
78,11,18.7,0,32.6,1,1,0,0.36,1,60.3,low_engagement
78,12,26.0,1,34.5,1,1,0,0.27,0,33.7,low_engagement
79,1,55.7,3,63.8,1,0,2,0.71,4,186.5,moderate_engagement
79,2,63.9,2,81.2,1,0,2,0.54,4,130.6,moderate_engagement
79,3,81.6,1,71.2,3,0,2,0.86,2,156.5,moderate_engagement
79,4,69.2,1,80.2,2,0,1,0.52,0,182.2,moderate_engagement
79,5,99.2,2,75.8,1,1,2,0.51,4,175.8,moderate_engagement
79,6,29.3,3,50.1,2,1,2,0.48,2,132.0,moderate_engagement
79,7,60.9,1,53.3,1,1,1,0.55,3,212.6,moderate_engagement
79,8,94.4,1,77.3,1,0,2,0.51,2,190.2,moderate_engagement
79,9,55.6,3,71.6,2,0,1,0.69,4,179.9,moderate_engagement
79,10,61.8,1,76.9,2,0,1,0.34,3,195.9,moderate_engagement
79,11,56.9,2,40.4,3,1,2,0.66,4,145.2,moderate_engagement
79,12,115.1,2,59.4,3,0,2,0.52,4,162.4,moderate_engagement
80,1,15.9,1,63.9,3,0,1,0.47,2,269.8,moderate_engagement
80,2,81.9,1,51.4,2,0,2,0.47,1,140.4,moderate_engagement
80,3,55.0,3,69.1,3,0,1,0.63,1,199.1,moderate_engagement
80,4,79.3,1,63.6,3,1,2,0.7,2,148.5,moderate_engagement
80,5,88.2,3,46.3,2,0,2,0.55,4,93.5,moderate_engagement
80,6,75.2,2,70.8,2,1,2,0.64,4,186.2,moderate_engagement
80,7,72.9,3,64.0,1,0,1,0.6,1,135.1,moderate_engagement
80,8,79.5,1,59.1,1,2,1,0.48,4,118.3,moderate_engagement
80,9,73.1,3,77.9,2,2,2,0.66,4,144.9,moderate_engagement
80,10,63.8,1,54.9,1,0,2,0.74,4,172.4,moderate_engagement
80,11,64.6,1,51.7,2,0,1,0.58,4,239.3,moderate_engagement
80,12,55.0,2,68.7,1,1,1,0.73,4,251.4,moderate_engagement
81,1,98.4,3,71.4,3,0,2,0.92,6,349.4,high_engagement
81,2,135.5,5,89.7,5,0,4,0.74,6,237.6,high_engagement
81,3,111.4,5,83.5,4,1,4,0.74,9,263.3,high_engagement
81,4,114.3,5,88.0,3,0,4,0.81,6,291.1,high_engagement
81,5,118.2,3,92.4,3,0,4,0.9,7,283.1,high_engagement
81,6,106.8,6,75.4,3,0,3,0.81,6,264.9,high_engagement
81,7,117.0,5,73.0,5,0,2,0.86,5,356.7,high_engagement
81,8,132.3,5,83.4,3,0,2,0.84,3,276.2,high_engagement
81,9,105.7,5,99.5,4,0,3,0.85,8,342.0,high_engagement
81,10,103.5,3,91.6,4,0,4,0.79,4,227.6,high_engagement
81,11,116.3,6,82.1,4,1,4,1.0,7,307.1,high_engagement
81,12,138.0,6,85.1,4,0,2,0.82,5,328.3,high_engagement
82,1,38.1,1,62.6,1,1,1,0.71,2,149.6,moderate_engagement
82,2,70.1,3,73.0,3,0,2,0.4,4,152.6,moderate_engagement
82,3,66.0,1,100.0,3,1,2,0.53,2,150.7,moderate_engagement
82,4,70.0,2,71.9,2,0,2,0.43,1,188.9,moderate_engagement
82,5,66.5,2,77.0,3,0,2,0.59,2,181.5,moderate_engagement
82,6,40.1,3,64.9,3,0,2,0.47,2,194.5,moderate_engagement
82,7,60.3,3,70.5,1,0,2,0.82,4,129.2,moderate_engagement
82,8,80.8,2,93.9,1,0,1,0.53,3,171.5,moderate_engagement
82,9,47.6,1,37.0,2,1,2,0.51,4,136.4,moderate_engagement
82,10,48.3,1,72.9,2,1,2,0.5,1,272.3,moderate_engagement
82,11,93.1,1,77.6,2,2,2,0.78,1,236.1,moderate_engagement
82,12,53.3,2,58.3,1,2,2,0.48,4,173.0,moderate_engagement
83,1,145.4,5,97.4,4,0,3,0.96,7,324.6,high_engagement
83,2,101.3,4,88.6,3,0,4,0.75,8,276.6,high_engagement
83,3,103.8,6,79.9,5,0,2,0.8,6,330.5,high_engagement
83,4,126.3,3,81.3,3,0,3,0.92,9,303.3,high_engagement
83,5,125.9,6,71.8,5,0,3,0.82,8,276.9,high_engagement
83,6,106.5,6,81.7,4,0,2,0.76,7,402.4,high_engagement
83,7,118.3,5,83.9,4,0,2,1.0,6,306.7,high_engagement
83,8,64.6,4,85.6,3,0,3,0.87,8,299.6,high_engagement
83,9,107.5,4,92.7,3,0,3,0.83,9,287.3,high_engagement
83,10,113.6,3,92.7,3,0,2,0.79,5,343.6,high_engagement
83,11,129.6,4,74.4,5,0,3,0.7,7,247.2,high_engagement
83,12,98.0,6,79.7,5,0,4,0.75,7,343.3,high_engagement
84,1,101.6,3,68.5,2,3,3,0.59,4,241.1,dropoff_behavior
84,2,71.3,3,59.4,3,0,2,0.79,3,188.5,dropoff_behavior
84,3,71.8,2,53.6,4,3,2,0.61,6,116.5,dropoff_behavior
84,4,40.3,3,42.2,1,1,2,0.25,2,148.2,dropoff_behavior
84,5,64.9,1,48.6,2,3,0,0.31,4,109.2,dropoff_behavior
84,6,39.9,1,37.9,0,0,1,0.34,2,102.3,dropoff_behavior
84,7,38.9,2,37.1,2,3,1,0.21,3,97.0,dropoff_behavior
84,8,15.4,1,14.6,0,2,0,0.29,2,127.0,dropoff_behavior
84,9,11.6,0,4.2,0,3,0,0.11,0,9.0,dropoff_behavior
84,10,12.5,0,19.8,1,1,0,0.14,0,0.0,dropoff_behavior
84,11,20.1,0,1.8,0,3,0,0.0,1,0.0,dropoff_behavior
84,12,5.2,0,0.0,0,3,0,0.16,0,32.7,dropoff_behavior
85,1,48.2,4,67.8,2,2,4,0.7,3,228.5,dropoff_behavior
85,2,83.5,2,56.2,2,1,0,0.63,5,240.3,dropoff_behavior
85,3,87.6,2,65.4,3,2,2,0.47,4,212.3,dropoff_behavior
85,4,48.3,1,41.9,0,1,0,0.43,6,156.0,dropoff_behavior
85,5,80.0,1,24.7,0,2,4,0.34,0,82.8,dropoff_behavior
85,6,36.7,1,31.0,0,1,1,0.41,2,42.1,dropoff_behavior
85,7,46.4,0,3.8,0,3,1,0.16,5,64.0,dropoff_behavior
85,8,7.4,1,10.6,0,3,0,0.0,0,38.5,dropoff_behavior
85,9,18.7,0,20.9,0,3,0,0.05,1,28.0,dropoff_behavior
85,10,0.0,0,0.0,0,3,0,0.1,0,0.0,dropoff_behavior
85,11,0.0,0,0.0,0,1,0,0.09,1,0.0,dropoff_behavior
85,12,25.5,0,10.6,0,3,0,0.0,0,1.6,dropoff_behavior
86,1,54.4,1,78.9,1,0,1,0.55,4,175.0,moderate_engagement
86,2,108.0,3,63.6,1,2,2,0.79,3,185.6,moderate_engagement
86,3,59.5,1,51.8,1,1,1,0.39,1,177.4,moderate_engagement
86,4,120.1,3,85.9,1,1,2,0.62,3,181.7,moderate_engagement
86,5,58.1,2,47.5,1,2,2,0.65,1,174.8,moderate_engagement
86,6,104.2,3,74.2,1,0,1,0.73,1,238.6,moderate_engagement
86,7,75.6,2,82.9,3,0,1,0.67,1,171.3,moderate_engagement
86,8,104.8,3,66.0,3,1,1,0.73,0,66.3,moderate_engagement
86,9,79.7,1,51.4,1,0,1,0.62,0,213.1,moderate_engagement
86,10,76.8,2,46.4,2,2,2,0.65,4,174.2,moderate_engagement
86,11,75.5,1,43.9,1,0,1,0.54,2,177.0,moderate_engagement
86,12,97.4,1,84.8,2,1,2,0.59,0,180.8,moderate_engagement
87,1,19.5,1,33.6,0,2,0,0.5,0,83.4,low_engagement
87,2,23.6,0,59.0,1,3,0,0.46,0,105.5,low_engagement
87,3,25.4,0,56.1,0,0,0,0.5,1,76.3,low_engagement
87,4,29.0,0,16.6,0,0,0,0.48,1,62.0,low_engagement
87,5,31.8,1,58.2,0,1,0,0.42,0,53.0,low_engagement
87,6,67.7,1,43.7,1,1,0,0.19,1,58.3,low_engagement
87,7,19.5,1,45.9,0,1,0,0.19,0,91.2,low_engagement
87,8,25.6,1,58.5,0,1,0,0.0,0,44.0,low_engagement
87,9,40.1,1,42.0,1,2,0,0.5,0,41.4,low_engagement
87,10,16.5,0,59.1,0,1,1,0.42,0,0.0,low_engagement
87,11,13.0,0,32.1,1,2,1,0.24,1,48.7,low_engagement
87,12,33.2,0,23.8,0,1,1,0.21,1,91.1,low_engagement
88,1,100.0,6,92.0,4,0,3,0.88,4,318.0,high_engagement
88,2,126.4,6,93.1,4,0,3,1.0,4,329.0,high_engagement
88,3,96.6,4,100.0,3,0,3,0.83,9,281.4,high_engagement
88,4,107.8,6,75.1,3,0,3,0.93,9,299.3,high_engagement
88,5,100.6,4,78.5,5,0,3,0.78,9,305.1,high_engagement
88,6,141.8,5,74.8,4,0,3,0.85,8,311.0,high_engagement
88,7,110.7,6,76.1,5,0,2,0.99,3,281.2,high_engagement
88,8,141.0,6,78.4,3,0,3,1.0,7,282.2,high_engagement
88,9,118.9,5,93.1,4,0,4,0.9,7,315.9,high_engagement
88,10,97.3,5,71.6,4,0,4,0.89,6,318.3,high_engagement
88,11,128.5,4,78.8,5,0,2,0.75,6,286.2,high_engagement
88,12,111.0,4,90.8,5,0,4,1.0,5,287.6,high_engagement
89,1,104.8,3,74.2,0,1,3,0.64,4,237.0,dropoff_behavior
89,2,114.3,1,67.8,1,1,1,0.2,5,147.0,dropoff_behavior
89,3,57.0,2,38.3,1,2,2,0.32,4,147.3,dropoff_behavior
89,4,53.2,2,37.3,1,2,2,0.21,4,151.0,dropoff_behavior
89,5,83.1,3,43.2,1,3,2,0.29,4,117.4,dropoff_behavior
89,6,33.1,2,19.4,2,1,2,0.17,0,116.1,dropoff_behavior
89,7,26.2,0,17.8,0,0,0,0.07,5,49.2,dropoff_behavior
89,8,15.2,0,10.8,1,2,0,0.24,3,16.7,dropoff_behavior
89,9,30.5,0,7.8,1,2,2,0.03,0,33.9,dropoff_behavior
89,10,0.0,0,0.4,0,3,0,0.0,0,1.3,dropoff_behavior
89,11,12.4,0,0.0,0,2,1,0.05,1,15.5,dropoff_behavior
89,12,0.0,0,5.8,0,1,0,0.0,0,14.3,dropoff_behavior
90,1,88.5,3,82.8,2,1,2,0.31,1,213.5,moderate_engagement
90,2,80.6,3,64.9,2,0,2,0.65,1,178.5,moderate_engagement
90,3,90.3,1,60.2,3,1,2,0.45,3,198.6,moderate_engagement
90,4,29.0,3,60.4,1,0,2,0.75,2,170.4,moderate_engagement
90,5,85.9,2,81.2,1,1,2,0.61,1,90.7,moderate_engagement
90,6,93.7,1,68.7,3,0,2,0.42,0,122.3,moderate_engagement
90,7,93.7,1,62.5,3,0,1,0.58,1,153.7,moderate_engagement
90,8,89.4,2,75.5,3,0,1,0.39,2,130.3,moderate_engagement
90,9,59.7,2,70.9,2,1,1,0.47,1,181.5,moderate_engagement
90,10,40.2,2,57.2,2,0,2,0.61,4,224.5,moderate_engagement
90,11,68.9,1,46.3,1,1,2,0.43,1,178.4,moderate_engagement
90,12,67.9,1,78.7,3,0,1,0.66,1,219.2,moderate_engagement
91,1,107.3,3,89.9,4,0,2,0.8,5,357.4,high_engagement
91,2,115.2,3,95.7,5,1,4,0.89,4,334.6,high_engagement
91,3,101.3,5,92.7,3,1,2,0.95,5,317.2,high_engagement
91,4,123.5,4,55.5,4,0,3,0.83,5,253.2,high_engagement
91,5,156.6,3,91.7,3,0,3,1.0,4,291.8,high_engagement
91,6,131.8,5,83.0,4,1,3,0.72,5,315.8,high_engagement
91,7,137.9,3,71.6,4,0,4,0.7,5,354.5,high_engagement
91,8,147.8,3,81.7,5,0,2,0.76,6,290.9,high_engagement
91,9,120.2,4,78.9,5,0,2,0.66,9,259.2,high_engagement
91,10,136.6,3,81.9,5,0,2,0.94,4,270.3,high_engagement
91,11,97.2,6,87.4,5,0,4,0.8,6,326.5,high_engagement
91,12,129.4,4,87.1,4,1,2,0.85,8,344.9,high_engagement
92,1,29.0,1,35.7,1,1,0,0.29,0,59.6,low_engagement
92,2,15.7,0,32.0,1,2,0,0.58,1,62.5,low_engagement
92,3,19.0,1,48.1,1,0,1,0.46,1,47.7,low_engagement
92,4,33.4,1,52.1,1,2,0,0.14,0,100.4,low_engagement
92,5,30.3,1,52.8,0,2,1,0.52,0,94.6,low_engagement
92,6,22.7,1,48.2,1,1,1,0.39,0,61.0,low_engagement
92,7,29.0,0,20.0,0,0,1,0.54,0,81.3,low_engagement
92,8,31.9,1,21.6,0,3,0,0.55,1,57.6,low_engagement
92,9,21.4,0,21.5,0,1,1,0.21,0,54.9,low_engagement
92,10,43.9,0,27.0,0,2,1,0.54,1,93.6,low_engagement
92,11,20.2,0,40.0,1,2,1,0.35,1,46.0,low_engagement
92,12,34.0,0,41.9,0,1,1,0.46,1,42.1,low_engagement
93,1,77.7,1,55.3,2,0,1,0.48,1,184.3,moderate_engagement
93,2,86.2,2,56.3,1,1,2,0.6,1,158.7,moderate_engagement
93,3,96.0,2,48.2,1,1,2,0.62,0,229.1,moderate_engagement
93,4,83.9,3,79.0,3,1,1,0.7,2,134.4,moderate_engagement
93,5,61.4,2,81.3,1,1,2,0.73,2,165.2,moderate_engagement
93,6,71.3,3,76.0,2,2,2,0.59,4,234.9,moderate_engagement
93,7,63.6,1,51.8,1,1,2,0.67,0,228.1,moderate_engagement
93,8,42.6,3,79.3,1,0,1,0.62,2,88.3,moderate_engagement
93,9,45.7,1,68.6,3,0,2,0.69,0,223.1,moderate_engagement
93,10,75.0,2,80.3,1,0,1,0.69,3,196.0,moderate_engagement
93,11,74.3,1,49.4,2,2,1,0.72,4,226.5,moderate_engagement
